click_r,release_t,title,content,transfer_u,expect_t,reply_c,satisfy_d,evaluate_t,evaluate_c
296,2012/6/18,给漳州消防支队的感谢信,尊敬的厅长。福建消防首长。（及漳州消防支队领导及两位去我们公司的消防官兵）早前在省长信箱有投诉漳州优耐特电子制造有限公司消防不过关，漳州消防支队派去了，两位消防官兵对我们厂进行了整改，要求我们厂做了消防梯，装了消防栓，还去给我们上了，火灾来了如何自救的课程，所以感谢漳州消防支队两位消防官兵的支持及关心。可惜的是我不知道两位消防官兵的名字，如果可以请发个短讯告知，两位的名字。我只有其中一个消防官兵的手机号13#######39，应该是给我们上课的那位的吧！他真的很尽责，由衷的感谢他，那天在上课的时候我看他整头都是汗，很辛苦。注，给消防支队领导，请问为什么他们两位有时要去检查的时候，我们的老板会知道，然后通知我们-------今天消防的要来，整理一下，仓库的门就会被关掉，两三次了。照理说这个应该是保密的才对，备注希望领导能表扬一下两位官兵。,漳州市公安局,2012/6/18,黄诗*同志：您好！您给漳州消防支队的感谢信我们已收悉，并转给了消防支队。感谢您对公安工作的支持！漳州市公安局二O一二年六月十八日,很满意,2012-28-21 10:28:20,谢谢厅长信箱及信访办的支持。
1152,2012/6/19,自选号建议,选了这么久都选不上号码··新号码段也还没发放~~请问能否把自选号码还没被选择的让网站做个表出来~~这样的话我们也比较好选择~在报纸上做个号码表的公告也行啊~~不然我们选不了牌你们的牌也发不出来双方都头疼,,,您好，目前，我省互联网自主选号系统内已投放的号牌号码资源总量，是符合上级部门有关规定的。由于系统安全原因，在号牌的更新方面不能满足广大车主的需要，敬请谅解。如再次投放新号段，我们将按照公平、公开、公正的原则，提前在网上公示，敬请留意。,满意,2012-27-18 02:27:29,Th############at’sp####as!
717,2012/6/20,车辆违规查询,"车辆是否有违规,何时可以查询,在哪查询?谢谢",,,您好，您可以登陆福建公安公众服务网（www.fjgat.gov.cn），点击首页的“服务大厅”，在页面的左下角的“热点服务”有“机动车违法查询”。,满意,2012-26-21 08:26:21,Ch#####al.Id################rting.
394,2012/5/10,请问别人用我的驾驶证复印件`能去处理违章扣分吗？,请问别人用我的驾驶证复印件`能去处理违章扣分吗？用复印件扣我驾驶证的分数,福州市公安局,2012/5/10,您好，根据规定，驾驶人处理违章，必须携带本人驾驶证及违章机动车行驶证原件，经核对无误后予以办理。因此，别人不能用当事人的驾驶证复印件处理违法扣分。,,,
182,2012/5/11,要大陆公安派出所的证明,亲戚户口现在在香港，因需要要大陆这边的证明（比如：无刑民事案件证明），派出所不让出证明。,泉州市公安局,2012/5/11,刘先*：您好！您反映的信访事项来邮已收悉，现答复如下：由于您在信访件中没有提供有效信息，故我们无法与您及时取得联系，为您提供帮助。建议您向户口所在地的派出所咨询办理无刑民事案件证明。感谢您对公安工作的支持！,满意,2012-39-07 01:39:07,"Go#####me,Ip################reno###############ut."
939,2012/5/14,到底什么时候放新号段,我的车买了好几个月了。想自选个好车牌。从上次放号到现在都快半年了还没动静。打过去电话问都说会提前通知。回答方法都是一致的。那么作为老百姓总有知情权吧？到底什么时候，不需要你们模棱两可的回答！！！！！！！！！！！！！！政府的透明度真的太差，不顾及老百姓的死活。,,,您好！您的来邮收悉。现答复如下：“机动车号牌自主选号系统”可选号段在“福建公安公众服务平台”（网址：http://www.fjgat.gov.cn)弹出框上进行公示，放新号段时均会事先在网上公告。,很满意,2012-14-15 08:14:26,屁话啊。等于没说
280,2012/5/16,机动车违章罚款缴费,"请尽快增加机动车违章罚款网银缴费功能，我乡下的别人托我帮忙处理罚单，我要花两个小时到城里交警大队,还要排几个小时长队还不一定可以处理，以前网银还可以处理缴费现在却不能用，你说让人怎么活啊。。。苍天啊。。。大地啊。。。",交警总队（交管局）,2012/5/16,您好！您关于尽快增加机动车违章罚款网银缴费功能的建议已经收到。目前正积极地进行网银平台建设中，预计今年年内将建成并投入使用，感谢您的支持。,满意,2012-28-07 06:28:07,"Wh################ethe################ce?Oh##ll,gj!"
1063,2012/5/17,网上自选车牌,什么时候放新号段？,,,您好！您的来邮收悉。现答复如下：“机动车号牌自主选号系统”可选号段在“福建公安公众服务平台”（网址：http://www.fjgat.gov.cn)弹出框上进行公示，放新号段时均会事先在网上公告。,,,
335,2012/5/17,有关车牌号自选系统的操作性,这个车牌号自选系统的操作性太不方便了呀，能不能搞得易操作一点，直观一点呀，还有就是时间为什么要8：00-18：00，晚上也应该要开放，这样上班族晚上回去才可以在自己家里选呀，不然很多人上班时间不能上网呀，,交警总队（交管局）,2012/5/17,您好，您的来邮收悉，现回复如下:网上自主选号系统是由公安部交管局无锡科研所组织研发，为最大限度确保系统使用的安全和公平，在页面设置、选号环节、使用时间等方面的设计上，可操作性和便利性较差，给您带来不便，敬请谅解。我们也将积极向研发单位反映，对系统进行完善。感谢您对福建公安工作的支持！,满意,2012-23-07 08:23:10,Th##############ar.Th################time!
543,2012/5/21,自主选号什么时候开始发新号段,自主选号什么时候开始发新号段，现在J号段都没有什么号码了。盼复急！,,,您好！您的来邮收悉。现答复如下：“机动车号牌自主选号系统”可选号段在“福建公安公众服务平台”（网址：http://www.fjgat.gov.cn)弹出框上进行公示，放新号段时均会事先在网上公告。,满意,2012/5/8 11:05,Go################lcet#########ow.
166,2012/5/28,小车年检问题,前面咨询过浙江牌照转籍问题，答复需到南平市车管所办理，现麻烦回复一下：因为我是在浦城县工作，小车从衢州转籍回南平后，以后的年检是否必须到南平市车管所，或是只要在浦城县车管所就可以办理年检业务？谢谢,南平市公安局,2012/5/21,陈志*同志：您好！您反映“小车年检问题”的来邮已收悉，现答复如下：根据《机动车登记规定》第四十条机动车所有人可以在机动车检验有效期满前三个月内向登记地车辆管理所申请检验合格标志。申请前，机动车所有人应当将涉及该车的道路交通安全违法行为和交通事故处理完毕。申请时，机动车所有人应当填写申请表并提交行驶证、机动车交通事故责任*制保险凭证、机动车安全技术检验合格证明。因此，您将浙江牌照小车转籍到南平辖区后，年检业务可以在南平市公安局车管所办理，也可以在浦城县公安局车管分所办理。今后，如您还有不清楚的业务也可以直接在省公安厅、省公安局交警总队以及南平市公安局交巡警支队互联网门户网站上获悉。感谢您对公安工作的理解和支持！,,,
327,2012/5/29,无,你按下面的提示操作下给我看看都是非法连接还让不让人用了也没说要用什么浏览器wi###s7上没戏没成功过一次xp的系统上乱点成功过两次弄了一百多次才成功了两次发了有30分钟才点进去了.也不知道怎么点进去了.望修正下这个系统友情提示机动车号牌自主选号有关问题提示：1、进入路径：点击首页的“服务大厅”（不是“交管”），然后点击新打开页面左下角的“机动车号牌自主选号”。2、选号须知(请点击查看)3、可选号范围(请点击查看)4、常见问题(请点击查看)福建省公安厅,交警总队（交管局）,2012/5/29,您好，您的来邮收悉，现回复如下：福建公安公众服务平台自主选号系统，不支持windows7系统，请安装其他操作系统，对浏览器版本无要求。（详见“自主选号温馨提示”，按照进入路径点击“机动车号牌自主选号”后自动弹出）此外您反映的非法链接问题，我们已安排人员查看，链接正常。感谢您对福建公安工作的支持！,,,
412,2012/4/17,关于网上自选号码问题。,你好，想询问下福州网络自选号什么时候出W号段，V号段我选了一个礼拜都没选上号，都是显示该号码不能预选，打电话询问都是说过几天过几天，都过半个月了，请问还要多久出新号段？,,,您好！您的来邮收悉。现答复如下：“机动车号牌自主选号系统”可选号段在“福建公安公众服务平台”（网址：http://www.fjgat.gov.cn)弹出框上进行公示，放新号段时均会事先在网上公告。,满意,2012-37-09 06:37:53,Su################mons#########ve.Th##ks!
